"","animal_number","genotype","sex","name","acronym","structure_id_path","parent_structure_id","cell_numbers","cell_density"
"9:45","AN52","WT","female","Primary motor area, Layer 2/3","MOp2/3","/997/8/567/688/695/315/500/985/943/",985,199,540.116545751128
"9:46","AN52","WT","female","Endopiriform nucleus, dorsal part","EPd","/997/8/567/688/703/942/952/",942,17,396.030377859572
"9:47","AN52","WT","female","corpus callosum, anterior forceps","fa","/997/1009/983/776/956/",776,38,1025.1706369547
"9:48","AN52","WT","female","Piriform cortex","PIR","/997/8/567/688/695/698/961/",698,322,670.493895798585
"9:49","AN52","WT","female","Secondary motor area, layer 2/3","MOs2/3","/997/8/567/688/695/315/500/993/962/",993,76,326.555866833955
"9:50","AN52","WT","female","Agranular insular area, dorsal part, layer 1","AId1","/997/8/567/688/695/315/95/104/996/",104,29,653.580041017782
"9:51","AN52","WT","female","Anterior cingulate area, dorsal part, layer 5","ACAd5","/997/8/567/688/695/315/9999/31/39/1015/",39,23,234.313715502399
"9:52","AN52","WT","female","Secondary motor area, layer 6a","MOs6a","/997/8/567/688/695/315/500/993/1021/",993,134,582.649227772367
"9:53","AN52","WT","female","Infralimbic area, layer 6a","ILA6a","/997/8/567/688/695/315/9999/44/1054/",44,122,1658.10432466226
"9:56","AN52","WT","female","Agranular insular area, dorsal part, layer 5","AId5","/997/8/567/688/695/315/95/104/1101/",104,21,143.9105287684
"9:57","AN52","WT","female","Orbital area, ventrolateral part, layer 5","ORBvl5","/997/8/567/688/695/315/714/746/1125/",746,24,1283.76571275742
"10:2","AN53","Dp2Yey","female","Nucleus accumbens","ACB","/997/8/567/623/477/493/56/",493,58,485.656389730879
"10:3","AN53","Dp2Yey","female","Prelimbic area, layer 6a","PL6a","/997/8/567/688/695/315/9999/972/84/",972,68,692.683026209903
"10:4","AN53","Dp2Yey","female","Anterior olfactory nucleus","AON","/997/8/567/688/695/698/159/",698,228,621.858319946106
"10:5","AN53","Dp2Yey","female","Prelimbic area, layer 1","PL1","/997/8/567/688/695/315/9999/972/171/",972,71,1350.60587037988
"10:6","AN53","Dp2Yey","female","Anterior cingulate area, dorsal part, layer 2/3","ACAd2/3","/997/8/567/688/695/315/9999/31/39/211/",39,38,793.55135112559
"10:7","AN53","Dp2Yey","female","Orbital area, ventrolateral part, layer 2/3","ORBvl2/3","/997/8/567/688/695/315/714/746/288/",746,4,731.930466605672
"10:8","AN53","Dp2Yey","female","Prelimbic area, layer 2/3","PL2/3","/997/8/567/688/695/315/9999/972/304/",972,66,1375.68784392196
"10:9","AN53","Dp2Yey","female","Primary motor area, Layer 1","MOp1","/997/8/567/688/695/315/500/985/320/",985,27,141.980469797599
"10:10","AN53","Dp2Yey","female","Agranular insular area, dorsal part, layer 2/3","AId2/3","/997/8/567/688/695/315/95/104/328/",104,47,527.828938502313
"10:12","AN53","Dp2Yey","female","Prelimbic area, layer 5","PL5","/997/8/567/688/695/315/9999/972/363/",972,165,1349.70429205965
"10:13","AN53","Dp2Yey","female","Orbital area, lateral part, layer 2/3","ORBl2/3","/997/8/567/688/695/315/714/723/412/",723,7,146.269093340577
"10:14","AN53","Dp2Yey","female","Orbital area, lateral part, layer 6a","ORBl6a","/997/8/567/688/695/315/714/723/440/",723,97,760.498008592843
"10:16","AN53","Dp2Yey","female","Orbital area, lateral part, layer 6b","ORBl6b","/997/8/567/688/695/315/714/723/488/",723,6,564.599604780277
"10:17","AN53","Dp2Yey","female","Infralimbic area, layer 2/3","ILA2/3","/997/8/567/688/695/315/9999/44/556/",44,4,87.201063852979
"10:19","AN53","Dp2Yey","female","Taenia tecta, dorsal part","TTd","/997/8/567/688/695/698/589/597/",589,15,138.16862098505
"10:20","AN53","Dp2Yey","female","Taenia tecta, ventral part","TTv","/997/8/567/688/695/698/589/605/",589,73,844.272248886833
"10:21","AN53","Dp2Yey","female","Orbital area, ventrolateral part, layer 6a","ORBvl6a","/997/8/567/688/695/315/714/746/608/",746,134,2001.79265013445
"10:22","AN53","Dp2Yey","female","Orbital area, medial part, layer 5","ORBm5","/997/8/567/688/695/315/714/731/620/",731,7,277.667592225307
"10:23","AN53","Dp2Yey","female","Orbital area, lateral part, layer 5","ORBl5","/997/8/567/688/695/315/714/723/630/",723,161,754.402241652375
"10:24","AN53","Dp2Yey","female","Primary motor area, Layer 5","MOp5","/997/8/567/688/695/315/500/985/648/",985,109,358.130885338976
"10:25","AN53","Dp2Yey","female","Secondary motor area, layer 1","MOs1","/997/8/567/688/695/315/500/993/656/",993,31,210.199418222255
"10:26","AN53","Dp2Yey","female","lateral olfactory tract, body","lot","/997/1009/967/840/21/665/",21,14,607.243548037302
"10:29","AN53","Dp2Yey","female","Agranular insular area, ventral part, layer 2/3","AIv2/3","/997/8/567/688/695/315/95/119/694/",119,51,527.764554918559
"10:30","AN53","Dp2Yey","female","Olfactory areas","OLF","/997/8/567/688/695/698/",695,155,611.833249781911
"10:31","AN53","Dp2Yey","female","Agranular insular area, ventral part, layer 1","AIv1","/997/8/567/688/695/315/95/119/704/",119,26,923.295454545455
"10:32","AN53","Dp2Yey","female","Infralimbic area, layer 1","ILA1","/997/8/567/688/695/315/9999/44/707/",44,50,1075.10697314383
"10:33","AN53","Dp2Yey","female","Olfactory tubercle","OT","/997/8/567/623/477/493/754/",493,96,684.814244136278
"10:34","AN53","Dp2Yey","female","Secondary motor area, layer 5","MOs5","/997/8/567/688/695/315/500/993/767/",993,184,455.16275779157
"10:35","AN53","Dp2Yey","female","Agranular insular area, dorsal part, layer 6a","AId6a","/997/8/567/688/695/315/95/104/783/",104,13,121.549854140175
"10:36","AN53","Dp2Yey","female","Agranular insular area, ventral part, layer 5","AIv5","/997/8/567/688/695/315/95/119/800/",119,20,192.789666473877
"10:37","AN53","Dp2Yey","female","Dorsal peduncular cortex","DP","/997/8/567/688/695/698/814/",698,47,478.39097774973
"10:38","AN53","Dp2Yey","female","Infralimbic area, layer 5","ILA5","/997/8/567/688/695/315/9999/44/827/",44,119,1077.71307474257
"10:39","AN53","Dp2Yey","female","Primary motor area, Layer 6a","MOp6a","/997/8/567/688/695/315/500/985/844/",985,4,91.9096528112865
"10:40","AN53","Dp2Yey","female","anterior commissure, olfactory limb","aco","/997/1009/967/840/900/",840,3,162.20600162206
"10:41","AN53","Dp2Yey","female","Orbital area, medial part, layer 6a","ORBm6a","/997/8/567/688/695/315/714/731/910/",731,139,1901.24469976747
"10:43","AN53","Dp2Yey","female","Anterior cingulate area, dorsal part, layer 1","ACAd1","/997/8/567/688/695/315/9999/31/39/935/",39,46,1001.93853324911
"10:44","AN53","Dp2Yey","female","Primary motor area, Layer 2/3","MOp2/3","/997/8/567/688/695/315/500/985/943/",985,260,713.84838409436
"10:45","AN53","Dp2Yey","female","Endopiriform nucleus, dorsal part","EPd","/997/8/567/688/703/942/952/",942,10,231.937840658703
"10:46","AN53","Dp2Yey","female","corpus callosum, anterior forceps","fa","/997/1009/983/776/956/",776,4,140.597539543058
"10:47","AN53","Dp2Yey","female","Piriform cortex","PIR","/997/8/567/688/695/698/961/",698,603,1107.32413195337
"10:48","AN53","Dp2Yey","female","Secondary motor area, layer 2/3","MOs2/3","/997/8/567/688/695/315/500/993/962/",993,81,326.063328744294
"10:49","AN53","Dp2Yey","female","Agranular insular area, dorsal part, layer 1","AId1","/997/8/567/688/695/315/95/104/996/",104,23,648.307354060377
"10:50","AN53","Dp2Yey","female","Anterior cingulate area, dorsal part, layer 5","ACAd5","/997/8/567/688/695/315/9999/31/39/1015/",39,60,776.287019187228
"10:51","AN53","Dp2Yey","female","Secondary motor area, layer 6a","MOs6a","/997/8/567/688/695/315/500/993/1021/",993,111,386.072185064224
"10:52","AN53","Dp2Yey","female","Infralimbic area, layer 6a","ILA6a","/997/8/567/688/695/315/9999/44/1054/",44,147,2244.20628377759
"10:53","AN53","Dp2Yey","female","Agranular insular area, dorsal part, layer 5","AId5","/997/8/567/688/695/315/95/104/1101/",104,43,251.097823040269
"10:54","AN53","Dp2Yey","female","Orbital area, ventrolateral part, layer 5","ORBvl5","/997/8/567/688/695/315/714/746/1125/",746,23,746.995777849951
"11:1","AN91","Dp2Yey","male","Gustatory areas, layer 1","GU1","/997/8/567/688/695/315/1057/36/",1057,48,2348.56639592915
"11:2","AN91","Dp2Yey","male","Nucleus accumbens","ACB","/997/8/567/623/477/493/56/",493,128,393.825553740266
"11:3","AN91","Dp2Yey","male","Prelimbic area, layer 6a","PL6a","/997/8/567/688/695/315/9999/972/84/",972,367,1654.51701177096
"11:6","AN91","Dp2Yey","male","Anterior olfactory nucleus","AON","/997/8/567/688/695/698/159/",698,207,213.160553146487
"11:7","AN91","Dp2Yey","male","Prelimbic area, layer 1","PL1","/997/8/567/688/695/315/9999/972/171/",972,107,836.983729662078
"11:10","AN91","Dp2Yey","male","Anterior cingulate area, dorsal part, layer 2/3","ACAd2/3","/997/8/567/688/695/315/9999/31/39/211/",39,59,564.425864097732
"11:12","AN91","Dp2Yey","male","Prelimbic area, layer 2/3","PL2/3","/997/8/567/688/695/315/9999/972/304/",972,67,583.395010666551
"11:13","AN91","Dp2Yey","male","Primary motor area, Layer 1","MOp1","/997/8/567/688/695/315/500/985/320/",985,140,482.389343330278
"11:14","AN91","Dp2Yey","male","Agranular insular area, dorsal part, layer 2/3","AId2/3","/997/8/567/688/695/315/95/104/328/",104,191,1049.09892838115
"11:16","AN91","Dp2Yey","male","Prelimbic area, layer 5","PL5","/997/8/567/688/695/315/9999/972/363/",972,208,795.514521964615
"11:17","AN91","Dp2Yey","male","Orbital area, lateral part, layer 2/3","ORBl2/3","/997/8/567/688/695/315/714/723/412/",723,16,142.552945054749
"11:18","AN91","Dp2Yey","male","Orbital area, lateral part, layer 6a","ORBl6a","/997/8/567/688/695/315/714/723/440/",723,54,256.209522453918
"11:20","AN91","Dp2Yey","male","Orbital area, medial part, layer 1","ORBm1","/997/8/567/688/695/315/714/731/484/",731,9,256.739409499358
"11:21","AN91","Dp2Yey","male","Orbital area, lateral part, layer 6b","ORBl6b","/997/8/567/688/695/315/714/723/488/",723,5,204.766975182243
"11:22","AN91","Dp2Yey","male","Infralimbic area, layer 2/3","ILA2/3","/997/8/567/688/695/315/9999/44/556/",44,24,273.298715496037
"11:26","AN91","Dp2Yey","male","Taenia tecta, dorsal part","TTd","/997/8/567/688/695/698/589/597/",589,37,129.610817248748
"11:27","AN91","Dp2Yey","male","Taenia tecta, ventral part","TTv","/997/8/567/688/695/698/589/605/",589,227,977.790795844174
"11:28","AN91","Dp2Yey","male","Orbital area, ventrolateral part, layer 6a","ORBvl6a","/997/8/567/688/695/315/714/746/608/",746,34,329.237234794566
"11:29","AN91","Dp2Yey","male","Orbital area, medial part, layer 5","ORBm5","/997/8/567/688/695/315/714/731/620/",731,4,52.2827976525024
"11:30","AN91","Dp2Yey","male","Orbital area, lateral part, layer 5","ORBl5","/997/8/567/688/695/315/714/723/630/",723,51,148.480260859439
"11:31","AN91","Dp2Yey","male","Primary motor area, Layer 5","MOp5","/997/8/567/688/695/315/500/985/648/",985,276,368.605988244674
"11:32","AN91","Dp2Yey","male","Secondary motor area, layer 1","MOs1","/997/8/567/688/695/315/500/993/656/",993,192,626.031158092431
"11:34","AN91","Dp2Yey","male","lateral olfactory tract, body","lot","/997/1009/967/840/21/665/",21,105,1023.66119739113
"11:37","AN91","Dp2Yey","male","Agranular insular area, ventral part, layer 2/3","AIv2/3","/997/8/567/688/695/315/95/119/694/",119,86,455.440930370496
"11:38","AN91","Dp2Yey","male","Olfactory areas","OLF","/997/8/567/688/695/698/",695,376,557.128653748987
"11:40","AN91","Dp2Yey","male","Agranular insular area, ventral part, layer 1","AIv1","/997/8/567/688/695/315/95/119/704/",119,73,1002.9814654521
"11:41","AN91","Dp2Yey","male","Infralimbic area, layer 1","ILA1","/997/8/567/688/695/315/9999/44/707/",44,41,373.300798499513
"11:42","AN91","Dp2Yey","male","Olfactory tubercle","OT","/997/8/567/623/477/493/754/",493,371,1389.22693827114
"11:43","AN91","Dp2Yey","male","Secondary motor area, layer 5","MOs5","/997/8/567/688/695/315/500/993/767/",993,523,527.489994836044
"11:44","AN91","Dp2Yey","male","Agranular insular area, dorsal part, layer 6a","AId6a","/997/8/567/688/695/315/95/104/783/",104,19,87.2608364180804
"11:45","AN91","Dp2Yey","male","Agranular insular area, ventral part, layer 5","AIv5","/997/8/567/688/695/315/95/119/800/",119,42,166.548364455407
"11:46","AN91","Dp2Yey","male","Dorsal peduncular cortex","DP","/997/8/567/688/695/698/814/",698,87,370.592820722528
"11:47","AN91","Dp2Yey","male","Infralimbic area, layer 5","ILA5","/997/8/567/688/695/315/9999/44/827/",44,84,478.449822574857
"11:49","AN91","Dp2Yey","male","Primary motor area, Layer 6a","MOp6a","/997/8/567/688/695/315/500/985/844/",985,13,60.9750377576195
"11:51","AN91","Dp2Yey","male","anterior commissure, olfactory limb","aco","/997/1009/967/840/900/",840,7,113.619763346264
"11:52","AN91","Dp2Yey","male","Orbital area, medial part, layer 6a","ORBm6a","/997/8/567/688/695/315/714/731/910/",731,45,419.478727767627
"11:53","AN91","Dp2Yey","male","Anterior cingulate area, dorsal part, layer 6a","ACAd6a","/997/8/567/688/695/315/9999/31/39/919/",39,15,219.532542040482
"11:54","AN91","Dp2Yey","male","Anterior cingulate area, dorsal part, layer 1","ACAd1","/997/8/567/688/695/315/9999/31/39/935/",39,52,510.269166985585
"11:56","AN91","Dp2Yey","male","Primary motor area, Layer 2/3","MOp2/3","/997/8/567/688/695/315/500/985/943/",985,767,918.173612624109
"11:58","AN91","Dp2Yey","male","Endopiriform nucleus, dorsal part","EPd","/997/8/567/688/703/942/952/",942,30,224.660201445314
"11:59","AN91","Dp2Yey","male","corpus callosum, anterior forceps","fa","/997/1009/983/776/956/",776,217,863.324235938159
"11:60","AN91","Dp2Yey","male","Piriform cortex","PIR","/997/8/567/688/695/698/961/",698,718,670.08490853061
"11:61","AN91","Dp2Yey","male","Secondary motor area, layer 2/3","MOs2/3","/997/8/567/688/695/315/500/993/962/",993,359,597.033789784236
"11:63","AN91","Dp2Yey","male","Agranular insular area, dorsal part, layer 1","AId1","/997/8/567/688/695/315/95/104/996/",104,120,1478.37871134656
"11:64","AN91","Dp2Yey","male","Anterior cingulate area, dorsal part, layer 5","ACAd5","/997/8/567/688/695/315/9999/31/39/1015/",39,58,318.32276831042
"11:65","AN91","Dp2Yey","male","Secondary motor area, layer 6a","MOs6a","/997/8/567/688/695/315/500/993/1021/",993,284,451.602233840909
"11:66","AN91","Dp2Yey","male","Infralimbic area, layer 6a","ILA6a","/997/8/567/688/695/315/9999/44/1054/",44,178,1414.78690765734
"11:69","AN91","Dp2Yey","male","Agranular insular area, dorsal part, layer 5","AId5","/997/8/567/688/695/315/95/104/1101/",104,71,175.554852237212
"11:71","AN91","Dp2Yey","male","Orbital area, ventrolateral part, layer 5","ORBvl5","/997/8/567/688/695/315/714/746/1125/",746,15,162.453700695302
"12:1","AN94","WT","male","Gustatory areas, layer 1","GU1","/997/8/567/688/695/315/1057/36/",1057,16,1290.32258064516
"12:2","AN94","WT","male","Nucleus accumbens","ACB","/997/8/567/623/477/493/56/",493,27,333.090711703821
"12:3","AN94","WT","male","Prelimbic area, layer 6a","PL6a","/997/8/567/688/695/315/9999/972/84/",972,405,2115.67795724763
"12:5","AN94","WT","male","Anterior olfactory nucleus","AON","/997/8/567/688/695/698/159/",698,415,469.804052088251
"12:6","AN94","WT","male","Prelimbic area, layer 1","PL1","/997/8/567/688/695/315/9999/972/171/",972,48,484.696711130858
"12:8","AN94","WT","male","Anterior cingulate area, dorsal part, layer 2/3","ACAd2/3","/997/8/567/688/695/315/9999/31/39/211/",39,54,611.108596260921
"12:9","AN94","WT","male","Orbital area, ventrolateral part, layer 2/3","ORBvl2/3","/997/8/567/688/695/315/714/746/288/",746,7,221.771638575592
"12:10","AN94","WT","male","Prelimbic area, layer 2/3","PL2/3","/997/8/567/688/695/315/9999/972/304/",972,21,249.717581306855
"12:11","AN94","WT","male","Primary motor area, Layer 1","MOp1","/997/8/567/688/695/315/500/985/320/",985,63,260.290781987878
"12:12","AN94","WT","male","Agranular insular area, dorsal part, layer 2/3","AId2/3","/997/8/567/688/695/315/95/104/328/",104,191,1267.11601740792
"12:14","AN94","WT","male","Prelimbic area, layer 5","PL5","/997/8/567/688/695/315/9999/972/363/",972,193,1042.73596628667
"12:15","AN94","WT","male","Orbital area, lateral part, layer 2/3","ORBl2/3","/997/8/567/688/695/315/714/723/412/",723,24,308.079381787374
"12:16","AN94","WT","male","Orbital area, lateral part, layer 6a","ORBl6a","/997/8/567/688/695/315/714/723/440/",723,62,330.363613112238
"12:17","AN94","WT","male","Orbital area, medial part, layer 1","ORBm1","/997/8/567/688/695/315/714/731/484/",731,3,104.606157815823
"12:18","AN94","WT","male","Orbital area, lateral part, layer 6b","ORBl6b","/997/8/567/688/695/315/714/723/488/",723,6,262.214841360021
"12:19","AN94","WT","male","Infralimbic area, layer 2/3","ILA2/3","/997/8/567/688/695/315/9999/44/556/",44,13,155.324029822214
"12:21","AN94","WT","male","Taenia tecta, dorsal part","TTd","/997/8/567/688/695/698/589/597/",589,37,161.728130641361
"12:22","AN94","WT","male","Taenia tecta, ventral part","TTv","/997/8/567/688/695/698/589/605/",589,280,1170.67133820277
"12:23","AN94","WT","male","Orbital area, ventrolateral part, layer 6a","ORBvl6a","/997/8/567/688/695/315/714/746/608/",746,45,467.139342475423
"12:25","AN94","WT","male","Orbital area, lateral part, layer 5","ORBl5","/997/8/567/688/695/315/714/723/630/",723,84,282.063766558654
"12:26","AN94","WT","male","Primary motor area, Layer 5","MOp5","/997/8/567/688/695/315/500/985/648/",985,425,610.370846964949
"12:27","AN94","WT","male","Secondary motor area, layer 1","MOs1","/997/8/567/688/695/315/500/993/656/",993,118,522.459099864958
"12:29","AN94","WT","male","lateral olfactory tract, body","lot","/997/1009/967/840/21/665/",21,105,1386.50468770633
"12:31","AN94","WT","male","Agranular insular area, ventral part, layer 2/3","AIv2/3","/997/8/567/688/695/315/95/119/694/",119,75,476.817150159257
"12:32","AN94","WT","male","Olfactory areas","OLF","/997/8/567/688/695/698/",695,347,623.764156030919
"12:33","AN94","WT","male","Agranular insular area, ventral part, layer 1","AIv1","/997/8/567/688/695/315/95/119/704/",119,79,1174.73865782391
"12:34","AN94","WT","male","Infralimbic area, layer 1","ILA1","/997/8/567/688/695/315/9999/44/707/",44,54,552.655818237642
"12:35","AN94","WT","male","Olfactory tubercle","OT","/997/8/567/623/477/493/754/",493,199,1280.84651725603
"12:36","AN94","WT","male","Secondary motor area, layer 5","MOs5","/997/8/567/688/695/315/500/993/767/",993,502,594.984117953824
"12:37","AN94","WT","male","Agranular insular area, dorsal part, layer 6a","AId6a","/997/8/567/688/695/315/95/104/783/",104,28,144.036626456442
"12:38","AN94","WT","male","Agranular insular area, ventral part, layer 5","AIv5","/997/8/567/688/695/315/95/119/800/",119,40,216.992698195706
"12:39","AN94","WT","male","Dorsal peduncular cortex","DP","/997/8/567/688/695/698/814/",698,34,187.497242687608
"12:40","AN94","WT","male","Infralimbic area, layer 5","ILA5","/997/8/567/688/695/315/9999/44/827/",44,22,134.888226710321
"12:42","AN94","WT","male","Primary motor area, Layer 6a","MOp6a","/997/8/567/688/695/315/500/985/844/",985,13,96.1047985865202
"12:44","AN94","WT","male","anterior commissure, olfactory limb","aco","/997/1009/967/840/900/",840,8,154.699978728753
"12:45","AN94","WT","male","Orbital area, medial part, layer 6a","ORBm6a","/997/8/567/688/695/315/714/731/910/",731,50,467.154375835038
"12:46","AN94","WT","male","Anterior cingulate area, dorsal part, layer 6a","ACAd6a","/997/8/567/688/695/315/9999/31/39/919/",39,48,784.659898975038
"12:47","AN94","WT","male","Anterior cingulate area, dorsal part, layer 1","ACAd1","/997/8/567/688/695/315/9999/31/39/935/",39,60,698.44595774402
"12:49","AN94","WT","male","Primary motor area, Layer 2/3","MOp2/3","/997/8/567/688/695/315/500/985/943/",985,703,991.632483792522
"12:51","AN94","WT","male","Endopiriform nucleus, dorsal part","EPd","/997/8/567/688/703/942/952/",942,11,134.86507362407
"12:52","AN94","WT","male","corpus callosum, anterior forceps","fa","/997/1009/983/776/956/",776,132,649.42412807431
"12:53","AN94","WT","male","Piriform cortex","PIR","/997/8/567/688/695/698/961/",698,718,842.445155999019
"12:54","AN94","WT","male","Secondary motor area, layer 2/3","MOs2/3","/997/8/567/688/695/315/500/993/962/",993,301,670.571277716761
"12:55","AN94","WT","male","Agranular insular area, dorsal part, layer 1","AId1","/997/8/567/688/695/315/95/104/996/",104,100,1585.03724837534
"12:56","AN94","WT","male","Anterior cingulate area, dorsal part, layer 5","ACAd5","/997/8/567/688/695/315/9999/31/39/1015/",39,21,140.362134306511
"12:57","AN94","WT","male","Secondary motor area, layer 6a","MOs6a","/997/8/567/688/695/315/500/993/1021/",993,419,738.473035159424
"12:58","AN94","WT","male","Infralimbic area, layer 6a","ILA6a","/997/8/567/688/695/315/9999/44/1054/",44,103,865.008314157583
"12:61","AN94","WT","male","Agranular insular area, dorsal part, layer 5","AId5","/997/8/567/688/695/315/95/104/1101/",104,86,255.148208473887
"12:62","AN94","WT","male","Orbital area, ventrolateral part, layer 5","ORBvl5","/997/8/567/688/695/315/714/746/1125/",746,30,525.274455903209
"13:2","AN95","Dp2Yey","female","Nucleus accumbens","ACB","/997/8/567/623/477/493/56/",493,29,146.875601430264
"13:3","AN95","Dp2Yey","female","Prelimbic area, layer 6a","PL6a","/997/8/567/688/695/315/9999/972/84/",972,154,1912.85338103046
"13:5","AN95","Dp2Yey","female","Anterior olfactory nucleus","AON","/997/8/567/688/695/698/159/",698,99,387.490704137148
"13:6","AN95","Dp2Yey","female","Prelimbic area, layer 1","PL1","/997/8/567/688/695/315/9999/972/171/",972,20,400.649051463371
"13:8","AN95","Dp2Yey","female","Anterior cingulate area, dorsal part, layer 2/3","ACAd2/3","/997/8/567/688/695/315/9999/31/39/211/",39,13,378.490115585058
"13:10","AN95","Dp2Yey","female","Prelimbic area, layer 2/3","PL2/3","/997/8/567/688/695/315/9999/972/304/",972,22,490.93992680532
"13:11","AN95","Dp2Yey","female","Primary motor area, Layer 1","MOp1","/997/8/567/688/695/315/500/985/320/",985,54,420.341410634638
"13:12","AN95","Dp2Yey","female","Agranular insular area, dorsal part, layer 2/3","AId2/3","/997/8/567/688/695/315/95/104/328/",104,31,502.863075251026
"13:14","AN95","Dp2Yey","female","Prelimbic area, layer 5","PL5","/997/8/567/688/695/315/9999/972/363/",972,73,643.092481984601
"13:15","AN95","Dp2Yey","female","Orbital area, lateral part, layer 2/3","ORBl2/3","/997/8/567/688/695/315/714/723/412/",723,3,54.808535515931
"13:16","AN95","Dp2Yey","female","Orbital area, lateral part, layer 6a","ORBl6a","/997/8/567/688/695/315/714/723/440/",723,24,269.972327836397
"13:19","AN95","Dp2Yey","female","Infralimbic area, layer 2/3","ILA2/3","/997/8/567/688/695/315/9999/44/556/",44,5,137.249519626681
"13:21","AN95","Dp2Yey","female","Taenia tecta, dorsal part","TTd","/997/8/567/688/695/698/589/597/",589,11,99.2967981296094
"13:22","AN95","Dp2Yey","female","Taenia tecta, ventral part","TTv","/997/8/567/688/695/698/589/605/",589,49,1063.09120888657
"13:23","AN95","Dp2Yey","female","Orbital area, ventrolateral part, layer 6a","ORBvl6a","/997/8/567/688/695/315/714/746/608/",746,36,903.025134199569
"13:25","AN95","Dp2Yey","female","Orbital area, lateral part, layer 5","ORBl5","/997/8/567/688/695/315/714/723/630/",723,19,110.259981429898
"13:26","AN95","Dp2Yey","female","Primary motor area, Layer 5","MOp5","/997/8/567/688/695/315/500/985/648/",985,109,413.220007430378
"13:27","AN95","Dp2Yey","female","Secondary motor area, layer 1","MOs1","/997/8/567/688/695/315/500/993/656/",993,38,283.336812908229
"13:29","AN95","Dp2Yey","female","lateral olfactory tract, body","lot","/997/1009/967/840/21/665/",21,5,136.96753869333
"13:30","AN95","Dp2Yey","female","Agranular insular area, ventral part, layer 2/3","AIv2/3","/997/8/567/688/695/315/95/119/694/",119,30,467.836257309942
"13:31","AN95","Dp2Yey","female","Olfactory areas","OLF","/997/8/567/688/695/698/",695,78,303.726490401464
"13:32","AN95","Dp2Yey","female","Agranular insular area, ventral part, layer 1","AIv1","/997/8/567/688/695/315/95/119/704/",119,21,870.827285921626
"13:33","AN95","Dp2Yey","female","Infralimbic area, layer 1","ILA1","/997/8/567/688/695/315/9999/44/707/",44,4,98.8435306909163
"13:34","AN95","Dp2Yey","female","Olfactory tubercle","OT","/997/8/567/623/477/493/754/",493,186,843.01363778514
"13:35","AN95","Dp2Yey","female","Secondary motor area, layer 5","MOs5","/997/8/567/688/695/315/500/993/767/",993,122,311.797975357737
"13:36","AN95","Dp2Yey","female","Agranular insular area, dorsal part, layer 6a","AId6a","/997/8/567/688/695/315/95/104/783/",104,13,134.366925064599
"13:37","AN95","Dp2Yey","female","Agranular insular area, ventral part, layer 5","AIv5","/997/8/567/688/695/315/95/119/800/",119,13,140.720053690113
"13:38","AN95","Dp2Yey","female","Dorsal peduncular cortex","DP","/997/8/567/688/695/698/814/",698,16,160.070430989635
"13:39","AN95","Dp2Yey","female","Infralimbic area, layer 5","ILA5","/997/8/567/688/695/315/9999/44/827/",44,13,156.519017060573
"13:42","AN95","Dp2Yey","female","Orbital area, medial part, layer 6a","ORBm6a","/997/8/567/688/695/315/714/731/910/",731,40,967.8199854827
"13:43","AN95","Dp2Yey","female","Anterior cingulate area, dorsal part, layer 6a","ACAd6a","/997/8/567/688/695/315/9999/31/39/919/",39,12,594.441967602913
"13:44","AN95","Dp2Yey","female","Anterior cingulate area, dorsal part, layer 1","ACAd1","/997/8/567/688/695/315/9999/31/39/935/",39,22,701.463507955234
"13:46","AN95","Dp2Yey","female","Primary motor area, Layer 2/3","MOp2/3","/997/8/567/688/695/315/500/985/943/",985,157,466.355564928873
"13:47","AN95","Dp2Yey","female","Endopiriform nucleus, dorsal part","EPd","/997/8/567/688/703/942/952/",942,11,170.218033826966
"13:48","AN95","Dp2Yey","female","corpus callosum, anterior forceps","fa","/997/1009/983/776/956/",776,27,415.22491349481
"13:49","AN95","Dp2Yey","female","Piriform cortex","PIR","/997/8/567/688/695/698/961/",698,369,826.409262950438
"13:50","AN95","Dp2Yey","female","Secondary motor area, layer 2/3","MOs2/3","/997/8/567/688/695/315/500/993/962/",993,63,278.572470849381
"13:51","AN95","Dp2Yey","female","Agranular insular area, dorsal part, layer 1","AId1","/997/8/567/688/695/315/95/104/996/",104,20,804.893754024469
"13:52","AN95","Dp2Yey","female","Anterior cingulate area, dorsal part, layer 5","ACAd5","/997/8/567/688/695/315/9999/31/39/1015/",39,37,515.902341081164
"13:53","AN95","Dp2Yey","female","Secondary motor area, layer 6a","MOs6a","/997/8/567/688/695/315/500/993/1021/",993,150,610.826285076699
"13:54","AN95","Dp2Yey","female","Infralimbic area, layer 6a","ILA6a","/997/8/567/688/695/315/9999/44/1054/",44,17,346.337985127839
"13:56","AN95","Dp2Yey","female","Agranular insular area, dorsal part, layer 5","AId5","/997/8/567/688/695/315/95/104/1101/",104,21,155.196878325647
"13:58","AN95","Dp2Yey","female","Orbital area, ventrolateral part, layer 5","ORBvl5","/997/8/567/688/695/315/714/746/1125/",746,4,116.859972537906
